# PORT_M2_SHEETS_SPEC.md port m2 deficit ledger — orthogonal dollar decomposition of any scored judge's gap to the D-048/D-021 bars (spec_sha16=f6ef73a41dbf8588)
# params_hash=9fae0a685b6c9ab64f7a2a80f80e1707f19c2c4aca06d972368322da45ee13da
# BLOCK B — the contract-change deficits, priced on the judge's own seats from the roster path skeleton
# exit_rule / risk_rule = the best SINGLE FIXED rule for the whole (era, asset) cell — implementable, chosen in-sample, so an upper bound on fixed-rule recovery
# *_oracle_bound = the per-seat hindsight best, which no contract can collect; it is the outer bound only
# NOT summed into the ladder: changing the stop is a user-reserved class (D-029) and the exit contract is the one variant class never measured
judge	era	asset	n_seats	n_winners	n_walled	mean_peak_capture	giveback_usd_per_seat	exit_rule	exit_gain_usd_per_session	exit_oracle_bound_usd_per_session	risk_rule	risk_gain_usd_per_session	risk_oracle_bound_usd_per_session
GBT_M3FEATURES_TOP3	E3	HG	143	71	34	0.525400	698.380000	H120	255.910000	720.750000	W2400	79.620000	219.090000
GBT_M3FEATURES_TOP3	E3	NKD	143	77	19	0.563600	613.990000	SESS_CLOSE	97.560000	644.000000	W900	0.000000	124.230000
GBT_M3FEATURES_TOP3	E3	SI	148	71	59	0.638300	881.590000	H120	333.290000	944.850000	W1200	127.000000	363.230000
GBT_M3FEATURES_TOP3	E4	HG	129	60	22	0.588100	594.570000	CLOSE	0.000000	586.270000	NO_WALL	40.720000	144.530000
GBT_M3FEATURES_TOP3	E4	NKD	144	72	16	0.581000	573.260000	H120	189.240000	623.430000	W2400	36.800000	134.380000
GBT_M3FEATURES_TOP3	E4	SI	133	74	39	0.598500	841.820000	SESS_CLOSE	43.540000	832.990000	W900	0.000000	232.810000
GBT_M3FEATURES_TOP3	E5	HG	132	74	11	0.606600	403.880000	CLOSE	0.000000	413.030000	W1200	11.430000	86.430000
GBT_M3FEATURES_TOP3	E5	NKD	149	66	45	0.596800	779.780000	H120	259.980000	837.910000	NO_WALL	95.250000	264.710000
GBT_M3FEATURES_TOP3	E5	SI	130	71	28	0.604900	703.850000	H120	241.180000	722.830000	W1200	59.210000	172.970000
GBT_M3FEATURES_TOP3	E6	HG	137	64	16	0.551400	621.490000	H120	258.690000	652.200000	W900	0.000000	124.510000
GBT_M3FEATURES_TOP3	E6	NKD	159	65	69	0.467100	1027.750000	H60	436.430000	1128.200000	W300	309.770000	395.160000
GBT_M3FEATURES_TOP3	E6	SI	131	65	54	0.598400	1034.060000	SESS_CLOSE	14.530000	973.870000	W900	0.000000	338.220000
GBT_M3FEATURES_TOP3	E7	HG	134	73	25	0.560800	572.150000	H120	201.190000	583.380000	W1800	41.270000	139.270000
GBT_M3FEATURES_TOP3	E7	NKD	145	60	64	0.584000	985.860000	CLOSE	0.000000	970.940000	NO_WALL	216.830000	381.240000
GBT_M3FEATURES_TOP3	E7	SI	143	56	74	0.606300	1094.490000	H30	449.810000	1092.000000	W300	332.540000	432.730000
GBT_M3FEATURES_TOP3	E8	HG	135	66	38	0.650200	848.060000	CLOSE	0.000000	830.850000	W1500	85.730000	238.480000
GBT_M3FEATURES_TOP3	E8	NKD	149	69	58	0.521200	1085.570000	H60	422.090000	1065.330000	NO_WALL	184.980000	374.530000
GBT_M3FEATURES_TOP3	E8	SI	143	69	63	0.592700	1005.160000	CLOSE	0.000000	1016.420000	W600	144.190000	426.730000
